theSame,resumeId,rNum,leftEmployer,startDate,endDate,jobLength_old,employerName,employeesTotalNum,empAgeAtExit,yearFounded,gdSectorName,metro,jobTitle,avgSalary,ratingOverall,ratingCeo,ratingRecommendToFriend,ratingBusinessOutlook,ratingCareerOpportunities,ratingCompensationAndBenefits,ratingCultureAndValues,ratingWorkLifeBalance,ratingSeniorManagement,salaryIncrease,newMinusOldSalary,startDate_new,endDate_new,jobLength_new,employerName_new,employeesTotalNum_new,yearFounded_new,gdSectorName_new,metro_new,jobTitle_new,avgSalary_new,ratingOverall_new,ratingCeo_new,ratingRecommendToFriend_new,ratingBusinessOutlook_new,ratingCareerOpportunities_new,ratingCompensationAndBenefits_new,ratingCultureAndValues_new,ratingWorkLifeBalance_new,ratingSeniorManagement_new
0,7558231,1,0,2011-08-01,2012-03-01,7,Expedia,18730,16,1996,Information Technology,Seattle,Project Manager,96911.83344202809,3.34,0.83,0.66,0.45,3.07,3.3,3.73,3.84,2.89,1,14085.728557971903,2012-03-01,2014-03-01,24,Expedia,18730,1996,Information Technology,Seattle,Technical Product Manager,110997.56199999999,3.34,0.83,0.66,0.45,3.07,3.3,3.73,3.84,2.89
0,7558231,2,0,2012-03-01,2014-03-01,24,Expedia,18730,18,1996,Information Technology,Seattle,Technical Product Manager,108157.81818181818,3.5300000000000002,0.9,0.69,0.6,3.24,3.43,3.57,3.83,3.08,1,16569.38991341993,2014-03-01,2015-01-01,10,Expedia,18730,1996,Information Technology,Seattle,Technical Program Manager II,124727.20809523811,3.5300000000000002,0.9,0.69,0.6,3.24,3.43,3.57,3.83,3.08
0,7559856,1,1,2013-10-01,2014-01-01,3,Target,341000,52,1962,Retail,St. Louis,Cashier,17518.571428571428,3.31,0.62,0.59,0.38,2.86,2.75,3.45,3.08,2.82,1,8912.577507598784,2014-07-01,2015-07-01,12,Convergys Corp,130000,1998,Business Services,St. Louis,Customer Service Representative,26431.14893617021,2.31,0.2,0.33,0.12,2.44,2.2800000000000002,2.29,2.39,2.26
0,7560832,1,1,2011-05-01,2013-04-01,23,Forever 21,30000,29,1984,Retail,Houston,Sales Associate,20301.43972602739,2.23,0.11,0.4,0.24,2.14,2.52,2.39,3.18,1.5699999999999998,1,6915.483350895687,2015-01-01,2015-06-01,5,Burlington Coat Factory,37500,1972,Retail,Houston,Merchandiser,27216.923076923078,2.88,0.65,0.34,0.41,3.05,1.87,2.45,3.36,2.41
0,7560842,1,1,2012-03-01,2013-12-01,21,A&E Networks,1047,29,1984,Media,New York City,Research Analyst,67668.08716814141,3.18,0.7,0.42,0.44,2.57,3.3,3.06,3.49,2.36,0,-1517.652385532725,2014-01-01,2014-10-01,9,Viacom,9900,2005,Media,New York City,Senior Research Analyst,66150.43478260869,3.87,0.91,0.86,0.57,3.51,3.36,4.05,3.95,3.55
0,7560842,2,1,2014-01-01,2014-10-01,9,Viacom,9900,9,2005,Media,New York City,Senior Research Analyst,66150.43478260869,3.87,0.91,0.86,0.57,3.51,3.36,4.05,3.95,3.55,0,-27352.796987333095,2015-11-01,2015-12-01,1,Bloomingdales,10500,1861,Retail,New York City,Assistant Account Executive,38797.637795275594,2.77,0.43,0.51,0.25,2.56,2.99,2.91,2.8,2.6
0,7561588,1,1,2012-02-01,2012-05-01,3,Partners Healthcare,67000,18,1994,Health Care,Boston,Lead Quality Assurance Engineer,104364.95000000001,3.4,1.0,0.62,0.46,2.86,3.24,3.06,3.55,2.7800000000000002,0,-27669.9648484848,2012-08-01,2012-12-01,4,Philips Medical Systems,10000,,Manufacturing,Boston,Quality Assurance Engineer,76694.98515151521,3.37,0.95,0.65,0.29,3.16,3.77,3.27,4.16,3.08
0,7562200,1,1,2010-01-01,2013-01-01,36,American Heart Association,3500,89,1924,Non-Profit,Dallas,Project Manager,87538.75323943664,2.98,0.7,0.57,0.29,2.9699999999999998,3.23,3.16,2.82,3.08,0,-33475.19441590723,2015-01-01,2016-01-01,12,Kindred Healthcare,102000,1985,Health Care,Dallas,Branch Manager,54063.55882352941,3.12,0.86,0.48,0.36,2.79,3.5300000000000002,2.82,3.36,2.64
0,7564258,1,0,2011-01-01,2014-01-01,36,GE Healthcare LIFE SCIENCES,10000,122,1892,Manufacturing,Seattle,Technical Writer,66404.28571428571,3.3,0.67,0.67,0.5,3.01,3.54,3.39,3.59,3.14,1,38506.44628571429,2014-01-01,2016-01-01,24,GE Healthcare Life Sciences,10000,1892,Manufacturing,Seattle,Senior Technical Writer,104910.732,3.3,0.67,0.67,0.5,3.01,3.54,3.39,3.59,3.14
0,7564600,1,0,2012-11-01,2013-07-01,8,Northwestern Mutual,6662,156,1857,Finance,Los Angeles,Receptionist,25523.33727272727,2.98,0.85,0.44,0.31,3.0,2.49,3.27,2.68,3.12,1,18819.98272727273,2013-07-01,2015-11-01,28,Northwestern Mutual,6662,1857,Finance,Los Angeles,Associate Financial Representative,44343.32,2.98,0.85,0.44,0.31,3.0,2.49,3.27,2.68,3.12
0,7565487,1,1,2013-03-01,2015-02-01,23,Outback Steakhouse,10000,27,1988,"Restaurants, Bars & Food Services",Dallas,Server,21222.933333333334,3.06,0.65,0.82,0.59,3.14,2.16,3.23,3.54,3.04,1,16685.622857142866,2014-09-01,2016-01-01,16,ADT,10000,1874,Business Services,Dallas,Sales Consultant,37908.5561904762,2.5,0.61,0.42,0.37,2.48,3.02,3.03,2.92,2.4699999999999998
0,7567728,1,1,2012-09-01,2013-07-01,10,WALMART,2200000,51,1962,Retail,Los Angeles,Sales Associate,20685.09529100529,2.86,0.5,0.54,0.2,2.7199999999999998,2.6,2.87,2.56,2.21,0,-1093.55682946683,2014-07-01,2015-04-01,9,AMC THEATERS,19700,1920,"Arts, Entertainment & Recreation",Los Angeles,Crew member,19591.53846153846,3.5,0.83,0.71,0.16,3.04,2.7,3.31,3.58,3.5300000000000002
0,7568133,1,0,2011-01-01,2013-07-01,30,University of Washington,27228,152,1861,Education,Seattle,Teaching Assistant,23478.90545454545,3.65,0.84,0.79,0.28,3.25,3.22,3.66,3.65,3.21,1,41070.3083916084,2013-07-01,2015-07-01,24,University of Washington,27228,1861,Education,Seattle,Instructor,64549.21384615385,3.65,0.84,0.79,0.28,3.25,3.22,3.66,3.65,3.21
0,7568437,1,1,2011-01-01,2013-01-01,24,Forever 21,30000,29,1984,Retail,New York City,Visual Merchandiser,30375.62666666666,2.54,0.34,0.26,0.2,2.45,2.56,2.51,2.63,2.11,0,-8411.62666666666,2013-01-01,2014-01-01,12,Urban Outfitters,24000,1970,Retail,New York City,Visual Associate,21964.0,2.95,0.67,0.48,0.39,3.17,2.76,2.98,3.56,2.65
0,7568479,1,1,2012-10-01,2013-01-01,3,Best Buy,140000,47,1966,Retail,San Francisco,Sales Associate,24491.65424,3.64,0.76,0.56,0.41,3.4,3.22,3.51,3.29,3.05,1,7204.34576,2013-03-01,2015-03-01,24,AT&T,281450,1876,Telecommunications,San Francisco,Retail Sales Consultant,31696.0,3.16,0.48,0.58,0.37,2.94,3.59,2.9,3.09,2.61
0,7573317,1,0,2014-05-01,2014-08-01,3,University of Maryland,28000,158,1856,Education,Washington DC,Teaching Assistant,28160.2,4.05,0.93,0.93,0.47,3.8,3.4,3.98,3.94,3.84,1,11802.730431654662,2014-05-01,2014-08-01,3,University of Maryland,28000,1856,Education,Washington DC,Research Assistant,39962.93043165466,4.05,0.93,0.93,0.47,3.8,3.4,3.98,3.94,3.84
0,7575097,1,1,2012-03-01,2013-05-01,14,University of Illinois,1001,31,1982,Education,Chicago,Visiting Research Specialist,42535.9,3.51,0.61,0.73,0.24,3.31,3.36,3.36,3.86,2.93,1,3396.540000000008,2013-07-01,2015-04-01,21,Northwestern University,5954,1851,Education,Chicago,Clinical Research Coordinator,45932.44000000001,3.89,0.91,0.84,0.49,3.48,3.51,3.87,4.0,3.31
0,7576499,1,0,2014-02-01,2014-07-01,5,Aramark,265500,55,1959,Business Services,Philadelphia,Facilities Manager,85344.0,3.22,0.76,0.48,0.46,3.22,2.79,3.09,3.39,2.7800000000000002,0,-34950.4,2014-07-01,2015-07-01,12,Aramark,265500,1959,Business Services,Philadelphia,Food and Beverage Manager,50393.6,3.22,0.76,0.48,0.46,3.22,2.79,3.09,3.39,2.7800000000000002
0,7576882,1,1,2013-07-01,2014-02-01,7,RAZORFISH,1503,19,1995,Information Technology,Atlanta,Senior Project Manager,109912.31431372554,4.14,1.0,0.9,0.22,3.76,4.16,3.85,4.17,3.26,0,-12754.779170868467,2014-07-01,2014-12-01,5,DELOITTE DIGITAL,65000,1845,Accounting & Legal,Atlanta,Senior Consultant,97157.53514285707,3.99,0.99,0.88,0.61,4.11,3.77,4.04,2.77,3.65
0,7583131,1,1,2012-06-01,2013-01-01,7,AMERICAN MEDICAL ASSOCIATION,1150,166,1847,Business Services,Chicago,Sales Executive,53254.161875000034,2.49,0.67,0.38,0.17,2.18,3.54,2.19,3.54,2.21,0,-5483.2567311151215,2013-01-01,2013-08-01,7,STERICYCLE,141740,1989,Business Services,Chicago,Account Executive,47770.90514388491,2.3,0.56,0.27,0.46,2.31,2.99,2.08,2.55,2.12
0,7583650,1,1,2012-05-01,2014-09-01,28,Chick-fil-A,6152,68,1946,"Restaurants, Bars & Food Services",Dallas,Team Member,17297.5,3.63,0.86,0.79,0.45,2.93,2.69,4.27,3.7,3.7,1,14960.0,2014-08-01,2014-12-01,4,Best Buy,140000,1966,Retail,Dallas,Customer Service Specialist,32257.5,3.63,0.67,0.66,0.33,3.22,3.44,3.84,3.18,3.3
0,7584834,1,1,2013-01-01,2013-05-01,4,MCDONALDS,420000,58,1955,"Restaurants, Bars & Food Services",Houston,CASHIER,17406.172839506173,2.99,0.99,0.52,0.71,3.15,2.82,2.25,3.73,2.92,1,4251.369533375182,2015-01-01,2015-03-01,2,BUCKLE INC,8900,1948,Retail,Houston,SALES ASSOCIATE,21657.542372881355,3.17,1.0,0.11,0.28,3.38,2.44,3.8,2.52,3.1
0,7585849,1,1,2012-01-01,2013-01-01,12,McDonalds,420000,58,1955,"Restaurants, Bars & Food Services",Houston,Team Member,20184.420833333337,2.99,0.99,0.52,0.71,3.15,2.82,2.25,3.73,2.92,0,-2778.2479938271645,2013-01-01,2014-01-01,12,Target,341000,1962,Retail,Houston,Cashier,17406.172839506173,3.04,0.71,0.51,0.37,3.07,2.92,3.5,3.0,2.71
0,7585849,2,1,2013-01-01,2014-01-01,12,Target,341000,52,1962,Retail,Houston,Cashier,18198.08,3.03,0.66,0.53,0.29,2.86,2.92,3.32,2.96,2.58,1,2103.359726027389,2013-01-01,2014-01-01,12,Macy's,166900,1858,Retail,Houston,Sales Associate,20301.43972602739,3.22,0.56,0.57,0.4,3.19,2.6,3.32,3.2800000000000002,3.03
0,7587351,1,1,2013-01-01,2014-01-01,12,MOTOROLA,20500,86,1928,Telecommunications,Chicago,Technician,38639.05882352941,3.2800000000000002,0.55,0.52,0.25,2.83,3.5300000000000002,3.19,3.1,2.69,0,0.0,2014-01-01,2015-01-01,12,EXELON CORP,29762,2000,"Oil, Gas, Energy & Utilities",Chicago,Technician,38639.05882352941,4.25,1.0,0.92,0.69,4.12,4.51,4.0,3.65,3.7
0,7588493,1,0,2012-04-01,2014-06-01,26,Starbucks,238000,43,1971,"Restaurants, Bars & Food Services",Chicago,Intern,32864.525850746264,3.63,0.99,0.79,0.47,3.27,3.87,3.94,3.54,3.37,0,-7949.798578018992,2014-03-01,2015-12-01,21,Starbucks,238000,1971,"Restaurants, Bars & Food Services",Chicago,Shift Supervisor,24914.727272727272,3.63,0.99,0.79,0.47,3.27,3.87,3.94,3.54,3.37
0,7588535,6,1,2014-03-01,2014-04-01,1,Hewlett-Packard,302000,75,1939,Information Technology,Washington DC,Technical Consultant,81754.13333333336,2.95,0.67,0.43,0.22,2.82,2.67,2.86,3.4699999999999998,2.63,0,-6649.485502909374,2014-08-01,2015-12-01,16,"Deloitte Consulting, LLP",65000,1845,Accounting & Legal,Washington DC,Consultant,75104.64783042399,3.51,0.89,0.74,0.48,3.8,3.63,3.55,2.68,3.14
0,7589099,1,0,2011-08-01,2014-05-01,33,Hofstra University,2000,79,1935,Education,New York City,Resident Assistant,19912.8,4.07,0.88,0.93,0.44,3.58,3.58,3.73,4.04,3.5,1,22423.2,2014-05-01,2014-08-01,3,Hofstra University,2000,1935,Education,New York City,Assistant Coordinator,42336.0,4.07,0.88,0.93,0.44,3.58,3.58,3.73,4.04,3.5
0,7589099,2,0,2014-05-01,2014-08-01,3,Hofstra University,2000,79,1935,Education,New York City,Assistant Coordinator,42336.0,4.07,0.88,0.93,0.44,3.58,3.58,3.73,4.04,3.5,0,-16920.670188679243,2014-08-01,2015-12-01,16,Hofstra University,2000,1935,Education,New York City,Graduate Assistant,25415.329811320757,4.07,0.88,0.93,0.44,3.58,3.58,3.73,4.04,3.5
0,7590461,1,1,2013-08-01,2014-05-01,9,Kohl's,140000,52,1962,Retail,Columbus,Sales Associate,19273.819318181813,3.35,0.1,0.27,0.25,3.25,2.64,3.38,3.34,3.01,1,15821.967348484846,2014-05-01,2015-11-01,18,CarMax,22429,1993,Retail,Columbus,Sales Consultant,35095.78666666666,2.87,0.75,0.64,0.39,3.49,3.63,3.4,2.65,2.15
0,7590502,1,1,2011-06-01,2012-01-01,7,PAREXEL International Corporation,18600,30,1982,Biotech & Pharmaceuticals,Raleigh,Contractor,35800.0,3.11,0.81,0.57,0.73,3.0,3.4,2.95,3.4699999999999998,2.37,1,142000.0,2014-05-01,2014-09-01,4,PPD,15000,1985,Biotech & Pharmaceuticals,Raleigh,Contractor,177800.0,3.06,0.79,0.47,0.37,2.98,2.95,3.21,2.91,2.66
0,7591440,1,1,2010-12-01,2014-01-01,37,CIBER Inc,6500,40,1974,Information Technology,Seattle,Technical Program Manager,114808.44444444444,2.61,0.52,0.59,0.23,2.63,2.86,2.7199999999999998,3.71,2.07,0,-31291.69405982901,2014-02-01,2016-03-01,25,Nordstrom,72500,1901,Retail,Seattle,Project Manager,83516.75038461543,3.6,0.94,0.72,0.49,3.54,3.35,3.75,3.23,3.19
0,7591977,1,1,2012-09-01,2012-12-01,3,United Nations,10001,67,1945,Government,New York City,Consultant,92137.07984782716,3.64,0.89,0.81,0.37,3.08,3.54,3.84,4.44,3.49,0,-22803.746514493832,2015-03-01,2015-06-01,3,The New York Times,3588,1896,Media,New York City,Senior Writer,69333.33333333333,3.5,0.84,0.71,0.4,3.14,3.33,3.7800000000000002,3.87,2.7800000000000002
0,7592305,1,1,2012-03-01,2013-11-01,20,United Airline,84000,87,1926,Travel & Tourism,Houston,Project Coordinator,47332.39366666666,3.52,0.6,0.65,0.42,3.16,3.63,3.21,3.61,2.9,1,27667.606333333337,2015-05-01,2015-11-01,6,Harris Health System,5532,1966,Health Care,Houston,Junior Project Manager,75000.0,2.85,0.7,0.56,0.14,2.75,3.46,2.59,3.18,2.5300000000000002
0,7592312,1,1,2012-12-01,2013-05-01,5,Starbucks Corporation,238000,42,1971,"Restaurants, Bars & Food Services",Seattle,Shift Supervisor,25156.0,3.81,0.95,0.81,0.66,3.24,3.45,4.2,3.68,3.2800000000000002,0,-1728.0,2015-02-01,2015-06-01,4,Menzies Aviation,1000,1995,Transportation & Logistics,Seattle,Ramp Agent,23428.0,1.56,0.0,0.01,0.09,1.55,1.31,1.17,2.3,1.24
0,7592499,1,1,2012-02-01,2012-12-01,10,Visa Inc,11300,54,1958,Information Technology,San Francisco,Business Analyst,77931.21765676577,2.43,0.25,0.35,0.43,2.33,3.38,2.59,3.17,2.12,1,2644.702343234225,2015-02-01,2015-03-01,1,Bank of America,224000,1904,Finance,San Francisco,Business Analyst,80575.92,3.05,0.7,0.58,0.36,3.11,3.17,3.02,3.1,2.49
0,7594261,1,1,2013-11-01,2014-05-01,6,Target,341000,52,1962,Retail,Tampa,Sales Associate,20835.94871794872,3.15,0.95,0.62,0.32,2.9699999999999998,2.7,3.4,2.86,2.83,1,4804.051282051281,2014-05-01,2015-05-01,12,Home Depot,371000,1978,Retail,Tampa,Merchandising Execution Associate,25640.0,3.42,0.88,0.7,0.51,3.27,3.14,3.91,2.9,3.19
0,7594273,1,0,2013-07-01,2013-08-01,1,Deloitte Consulting,65000,168,1845,Accounting & Legal,San Francisco,Intern,43443.315104477566,3.79,1.0,0.89,0.49,4.02,3.5,3.63,2.71,3.44,1,1131.994132470245,2014-02-01,2014-04-01,2,DELOITTE TOUCHE TOHMATSU LIMITED,65000,1845,Accounting & Legal,San Francisco,Intern,44575.30923694781,3.7,1.0,0.84,0.55,4.0,3.43,3.63,2.6,3.42
0,7595599,1,0,2010-01-01,2012-01-01,24,Morgan Stanley,56218,77,1935,Finance,New York City,Vice President,156901.87584058108,3.29,0.64,0.67,0.3,3.26,3.26,3.55,3.66,3.21,1,46963.88836994514,2012-01-01,2014-04-01,27,Morgan Stanley,56218,1935,Finance,New York City,Executive Director,203865.76421052622,3.29,0.64,0.67,0.3,3.26,3.26,3.55,3.66,3.21
0,7597085,1,1,2012-10-01,2014-04-01,18,Walgreens.com,360000,113,1901,Retail,Charlotte,Technical Project Manager,89957.82857142857,3.37,0.49,0.53,0.43,2.63,3.12,3.12,2.99,3.04,0,0.0,2014-04-01,2015-05-01,13,Travelers Insurance,30200,1853,Insurance,Charlotte,Technical Project Manager,89957.82857142857,3.16,0.83,0.56,0.22,3.14,4.27,2.96,3.63,2.41
0,7597261,1,1,2013-01-01,2014-07-01,18,Epicor,4000,30,1984,Information Technology,Minneapolis,Business Development Representative,31596.8,3.52,0.63,0.61,0.57,3.62,2.54,3.43,4.02,3.55,1,8365.866666666665,2014-07-01,2015-09-01,14,SPS Commerce,1046,1982,Information Technology,Minneapolis,Customer Operations Analyst,39962.666666666664,3.86,1.0,0.84,0.68,3.88,3.6,3.71,3.81,3.77
0,7598954,1,1,2014-01-01,2014-05-01,4,UNIVERSITY OF SOUTHERN CALIFORNIA,22700,134,1880,Education,Los Angeles,Teaching Assistant,28762.19052631581,4.12,0.9,0.89,0.57,3.63,3.59,3.99,4.0,3.64,1,10376.142807017524,2014-11-01,2015-01-01,2,CHILDREN'S HOSPITAL LOS ANGELES,3000,1901,Health Care,Los Angeles,Accounts Payable Specialist,39138.333333333336,3.84,0.87,0.77,0.57,3.49,3.48,4.04,3.68,3.55
0,7600030,1,1,2012-06-01,2013-09-01,15,HOME DEPOT,371000,35,1978,Retail,Seattle,Assistant Store Manager,40827.58363636364,3.57,0.99,0.87,0.59,3.81,3.33,4.01,3.21,3.6,1,35617.838585858575,2014-01-01,2014-05-01,4,OFFICE DEPOT,56000,1986,Retail,Seattle,Operations Manager,76445.42222222222,2.5,0.01,0.38,0.04,2.46,2.31,2.73,2.68,2.38
0,7604198,1,1,2010-10-01,2014-06-01,44,ExxonMobil,75300,144,1870,"Oil, Gas, Energy & Utilities",Houston,Administrative Assistant,39282.85875000001,3.7800000000000002,0.88,0.82,0.5,3.73,4.14,3.36,3.5300000000000002,3.43,0,-171.39331790123106,2014-06-01,2014-10-01,4,The Dow Chemical Company,53216,1897,Manufacturing,Houston,Administrative Assistant,39111.465432098776,3.65,0.63,0.79,0.51,3.65,3.68,3.62,3.91,3.14
0,7604198,2,1,2014-06-01,2014-10-01,4,The Dow Chemical Company,53216,117,1897,Manufacturing,Houston,Administrative Assistant,39282.85875000001,3.65,0.63,0.79,0.51,3.65,3.68,3.62,3.91,3.14,1,5965.141249999993,2015-10-01,2016-02-01,4,LyondellBasell,10001,2007,Manufacturing,Houston,Administrative Assistant II,45248.0,2.84,0.87,0.48,0.61,2.81,3.24,2.5300000000000002,2.66,2.44
0,7607235,1,1,2010-07-01,2013-05-01,34,AT&T,281450,137,1876,Telecommunications,Milwaukee,Manager,82378.26794871797,3.04,0.32,0.42,0.43,2.59,4.03,2.87,2.42,2.61,0,-28022.26794871797,2014-09-01,2015-04-01,7,U.S. Cellular,6600,1983,Telecommunications,Milwaukee,Sales Manager,54356.0,2.6,0.03,0.27,0.06,3.16,3.65,2.76,1.98,2.16
0,7607563,1,1,2013-10-01,2014-05-01,7,Dillard's Stores,40000,76,1938,Retail,Houston,Sales Associate,24562.51326732672,2.38,0.28,0.35,0.2,2.63,2.89,2.4699999999999998,2.76,2.27,1,3.637978807091713E-12,2014-10-01,2015-07-01,9,Ann Taylor - Loft,18800,1954,Retail,Houston,Sales Associate,24562.513267326725,3.71,0.91,0.87,0.57,4.12,3.54,4.33,3.38,3.35
0,7609309,1,1,2013-01-01,2014-10-01,21,PIZZA HUT,300000,56,1958,"Restaurants, Bars & Food Services",Phoenix,Customer Service Representative,27151.723888888886,2.77,0.67,0.59,0.46,2.7800000000000002,1.96,2.98,3.55,2.55,1,5283.715015220692,2014-10-01,2015-01-01,3,DOMINO'S,11900,1960,"Restaurants, Bars & Food Services",Phoenix,Assistant Manager,32435.43890410958,3.51,0.66,0.58,0.34,3.09,3.62,2.86,3.0,2.75
0,7610156,1,1,2014-12-01,2015-03-01,3,CVS/Pharmacy,243000,52,1963,Health Care,New York City,Cashier,18975.834970530454,2.79,0.35,0.42,0.39,2.81,2.54,2.66,2.62,2.41,1,3795.263541163382,2015-08-01,2015-09-01,1,Carter's,16800,1865,Retail,New York City,Sales Associate,22771.098511693835,3.7199999999999998,0.12,0.73,0.4,2.9699999999999998,3.21,4.15,2.66,3.46
0,7611902,1,1,2014-06-01,2015-06-01,12,Hess Corporation,2770,,,"Oil, Gas, Energy & Utilities",New York City,Store Manager,54627.78708133971,3.55,0.76,0.74,0.56,3.14,3.4699999999999998,3.83,3.5,3.62,0,0.0,2015-06-01,2015-12-01,6,"7-Eleven, Inc",27866,1927,Retail,New York City,Store Manager,54627.78708133971,2.15,0.34,0.21,0.18,2.16,2.12,2.21,1.9,2.04
0,7612677,1,0,2014-05-01,2014-08-01,3,George Mason University,5500,51,1963,Education,Washington DC,Research Assistant,39962.93043165475,3.91,0.93,0.82,0.51,3.35,3.27,3.81,4.05,3.41,0,-15806.938852707382,2014-08-01,2015-05-01,9,George Mason University,5500,1963,Education,Washington DC,Graduate Teaching Assistant,24155.991578947367,3.91,0.93,0.82,0.51,3.35,3.27,3.81,4.05,3.41
0,7613071,1,0,2012-02-01,2013-07-01,17,JPMorgan Chase Bank,241359,214,1799,Finance,New York City,Senior Teller,23660.0,3.26,0.84,0.66,0.42,3.09,3.15,3.18,3.21,3.04,1,15796.016666666692,2013-07-01,2015-02-01,19,JPMorgan Chase Bank,241359,1799,Finance,New York City,Personal Banker,39456.01666666669,3.26,0.84,0.66,0.42,3.09,3.15,3.18,3.21,3.04
0,7613267,1,1,2012-02-01,2013-06-01,16,DEUTSCHE BANK,10001,143,1870,Finance,New York City,Compliance Analyst,63937.491428571426,3.35,0.68,0.61,0.27,3.2,3.2,3.48,3.02,2.82,1,2.9103830456733704E-11,2013-07-01,2015-10-01,27,JP MORGAN CHASE,241359,1799,Finance,New York City,Compliance Analyst,63937.491428571455,3.26,0.84,0.66,0.42,3.09,3.15,3.18,3.21,3.04
0,7614448,1,1,2014-07-01,2015-02-01,7,The Portal Group,100,,,Business Services,Los Angeles,Digital Project Manager,72500.0,2.95,0.55,0.51,0.51,2.7800000000000002,3.51,2.51,2.85,2.59,0,0.0,2015-02-01,2015-11-01,9,DIRECTV,281450,1876,Telecommunications,Los Angeles,Digital Project Manager,72500.0,3.15,0.67,0.52,0.4,2.99,3.6,3.03,2.61,2.56
0,7614904,1,1,2012-01-01,2013-01-01,12,McDonald's,420000,58,1955,"Restaurants, Bars & Food Services",Miami,Crew Member,16761.53846153846,3.7199999999999998,0.87,0.69,0.34,3.6,3.3,3.94,3.14,3.6,1,10809.049773755658,2015-01-01,2016-01-01,12,Miller's Ale House,1246,1988,"Restaurants, Bars & Food Services",Miami,Server,27570.58823529412,2.7,0.91,0.38,0.11,2.26,2.46,2.38,2.24,2.64
0,7617296,1,0,2011-08-01,2012-07-01,11,JPMorgan Chase,241359,213,1799,Finance,New York City,Finance Analyst,69708.9909090909,3.24,0.85,0.69,0.49,3.14,3.08,3.13,3.43,3.04,1,40239.90277637553,2012-07-01,2013-09-01,14,JPMorgan Chase,241359,1799,Finance,New York City,Associate,109948.89368546644,3.24,0.85,0.69,0.49,3.14,3.08,3.13,3.43,3.04
0,7617760,1,1,2013-05-01,2013-12-01,7,Panera Bread,47200,32,1981,"Restaurants, Bars & Food Services",New York City,Cashier,18830.389545454538,2.93,0.36,0.59,0.46,2.6,2.38,3.2,2.58,2.73,1,3.637978807091713E-12,2013-12-01,2014-05-01,5,Designer Shoe Warehouse,11900,1969,Retail,New York City,Cashier,18830.38954545454,2.7800000000000002,1.0,0.52,0.42,2.37,2.19,2.95,2.94,2.94
0,7619850,1,1,2010-08-01,2012-07-01,23,Duke University,26000,174,1838,Education,Raleigh,Assistant Director,132633.31,3.66,0.82,0.79,0.59,3.38,3.65,3.76,3.86,3.39,0,0.0,2012-07-01,2015-07-01,36,North Carolina State University,2560,1887,Education,Raleigh,Assistant Director,132633.31,3.84,0.9,0.89,0.49,3.31,3.26,3.84,3.8,3.43
0,7622204,1,0,2011-02-01,2013-03-01,25,Comcast Business,141000,50,1963,Telecommunications,Philadelphia,Manager,95078.12458100554,2.9,0.73,0.5,0.53,2.79,3.58,3.29,2.95,2.5300000000000002,1,40968.422357769916,2014-03-01,2015-01-01,10,Comcast Business,141000,1963,Telecommunications,Philadelphia,Director,136046.54693877546,3.1,0.77,0.59,0.5,2.89,3.68,3.08,2.96,2.68
0,7625820,1,1,2015-03-01,2015-10-01,7,Sam's Club,261,9,2006,Retail,New York City,Cashier,18975.834970530454,3.08,0.76,0.65,0.31,3.64,3.17,3.38,3.0,2.7199999999999998,1,3795.263541163382,2015-11-01,2015-12-01,1,True Religion,3086,2002,Manufacturing,New York City,Sales Associate,22771.098511693835,3.32,1.0,0.76,0.3,2.6,3.11,4.34,4.14,3.84
0,7627061,1,1,2013-11-01,2014-01-01,2,Chevron Federal Credit Union,185,79,1935,Finance,San Francisco,Release Manager,121920.0,3.38,1.0,0.61,0.66,2.89,3.94,3.41,3.32,3.57,1,12446.0,2014-02-01,2014-05-01,3,Macy's.com,166900,1858,Retail,San Francisco,Technical Program Manager,134366.0,2.9,0.7,0.46,0.34,2.96,2.79,2.84,2.75,2.79
0,7630055,1,1,2010-05-01,2012-06-01,25,Computer Sciences Corporation,79000,53,1959,Information Technology,Washington DC,Environmental Scientist,71192.76714285715,2.9699999999999998,0.83,0.35,0.31,2.82,3.02,2.4699999999999998,3.36,2.48,0,-44435.27839285716,2012-08-01,2013-12-01,16,George Mason University,5500,1963,Education,Washington DC,Graduate Teaching Assistant,26757.48874999999,3.4699999999999998,1.0,0.77,0.47,3.06,2.9699999999999998,2.9699999999999998,4.03,3.21
0,7631036,1,0,2010-01-01,2013-07-01,42,HEWLETT PACKARD CORPORATION,302000,74,1939,Information Technology,Dallas,Inside Sales Account Manager,25781.0,2.95,0.77,0.49,0.19,3.12,3.18,2.9,3.22,2.36,1,38571.351600000016,2013-07-01,2015-06-01,23,HEWLETT-PACKARD CORPORATION,302000,1939,Information Technology,Dallas,Sales Manager,64352.351600000016,2.95,0.77,0.49,0.19,3.12,3.18,2.9,3.22,2.36
0,7631367,1,1,2011-01-01,2015-01-01,48,LAM RESEARCH,7300,35,1980,Manufacturing,San Jose,MANAGING DIRECTOR,197500.0,3.36,1.0,0.76,0.5,3.34,3.65,3.66,3.37,3.29,0,-29808.85714285713,2015-01-01,2016-01-01,12,XILINX INC,3500,1984,Manufacturing,San Jose,DIRECTOR,167691.14285714287,3.17,0.44,0.6,0.35,2.76,3.7199999999999998,2.82,3.2,2.8
